user_id,job_id,interaction_type,timestamp
user_334,job_156,saved,2024-08-14 08:14:06
user_360,job_33,applied,2024-10-20 00:29:57
user_81,job_957,applied,2024-12-14 02:01:30
user_306,job_193,saved,2024-05-05 00:13:45
user_317,job_277,applied,2024-12-16 21:44:01
user_493,job_392,saved,2025-02-05 05:15:11
user_32,job_273,saved,2025-03-21 03:07:14
user_230,job_582,saved,2024-09-17 17:20:21
user_40,job_826,applied,2025-02-24 18:54:51
user_231,job_165,applied,2025-02-24 14:55:08
user_278,job_412,saved,2024-11-06 01:31:22
user_41,job_697,applied,2024-06-11 13:22:19
user_397,job_609,saved,2025-03-10 23:08:45
user_83,job_593,saved,2024-09-26 20:55:53
user_379,job_923,saved,2024-08-18 16:55:20
user_104,job_575,applied,2024-08-26 03:12:13
user_367,job_537,saved,2024-04-29 12:14:41
user_173,job_126,applied,2024-10-07 19:29:31
user_432,job_247,saved,2024-12-20 04:26:58
user_240,job_240,applied,2024-05-14 08:48:47
user_231,job_113,saved,2025-04-01 15:38:44
user_448,job_886,applied,2024-06-16 02:32:35
user_271,job_491,saved,2025-03-27 11:19:01
user_231,job_343,saved,2025-04-08 09:10:09
user_77,job_167,applied,2024-06-17 12:49:53
user_421,job_998,saved,2024-09-18 07:42:25
user_231,job_200,applied,2024-05-25 15:11:33
user_453,job_882,saved,2024-09-12 11:49:31
user_448,job_307,saved,2024-05-06 14:02:29
user_183,job_721,saved,2024-09-17 18:56:07
user_93,job_872,applied,2024-06-24 16:59:58
user_44,job_959,applied,2024-04-30 05:31:17
user_342,job_643,applied,2024-10-11 04:23:04
user_278,job_588,saved,2025-01-09 10:14:09
user_226,job_343,applied,2024-05-17 00:23:29
user_468,job_716,applied,2025-03-26 19:33:07
user_298,job_849,applied,2025-03-15 22:03:54
user_310,job_735,applied,2024-04-28 10:45:25
user_231,job_147,applied,2024-10-26 01:25:29
user_335,job_397,applied,2024-12-12 18:13:52
user_205,job_513,saved,2024-05-04 06:19:46
user_143,job_796,applied,2024-06-28 16:47:25
user_448,job_108,saved,2024-07-05 14:15:36
user_342,job_883,applied,2025-01-10 16:46:32
user_360,job_378,saved,2024-10-11 05:05:53
user_195,job_481,saved,2024-06-09 10:42:20
user_45,job_78,applied,2024-05-07 23:29:56
user_115,job_597,saved,2024-08-07 06:34:24
user_344,job_736,saved,2025-04-21 04:36:24
user_92,job_105,applied,2024-10-30 06:43:28
user_300,job_619,saved,2024-05-13 18:28:09
user_263,job_803,saved,2024-07-15 06:14:39
user_121,job_661,saved,2025-02-18 01:00:12
user_377,job_630,applied,2025-04-23 11:35:04
user_246,job_190,saved,2024-11-28 05:49:08
user_85,job_109,applied,2024-07-31 19:28:09
user_51,job_990,saved,2025-02-01 19:11:55
user_230,job_503,applied,2025-03-13 17:39:21
user_313,job_43,saved,2025-01-29 09:23:35
user_289,job_957,applied,2025-01-27 05:34:07
user_340,job_274,saved,2025-04-12 07:11:01
user_144,job_399,saved,2024-05-01 18:00:42
user_274,job_610,applied,2025-02-17 08:37:34
user_247,job_227,saved,2024-06-10 09:41:24
user_421,job_760,saved,2025-01-03 08:44:24
user_342,job_93,saved,2024-10-27 20:48:34
user_380,job_244,applied,2025-03-09 21:30:07
user_65,job_272,applied,2024-11-19 20:16:28
user_215,job_797,applied,2024-11-18 08:25:26
user_123,job_805,saved,2024-11-22 19:51:12
user_134,job_725,applied,2024-08-21 04:12:56
user_173,job_208,applied,2024-05-16 05:42:38
user_495,job_748,saved,2024-06-16 06:24:19
user_460,job_693,saved,2025-04-06 23:44:37
user_442,job_198,applied,2024-12-24 02:18:20
user_374,job_235,saved,2024-06-28 05:48:08
user_352,job_751,saved,2024-10-23 06:15:18
user_190,job_868,applied,2024-05-24 03:25:33
user_453,job_46,applied,2025-02-14 19:29:37
user_447,job_622,applied,2025-02-23 15:42:36
user_130,job_841,applied,2024-07-03 01:21:52
user_78,job_927,saved,2025-02-28 15:17:58
user_99,job_916,applied,2024-10-16 15:58:57
user_448,job_229,applied,2024-06-16 21:11:55
user_184,job_244,saved,2025-01-22 22:27:47
user_189,job_357,saved,2024-05-10 15:43:06
user_276,job_563,applied,2024-05-20 13:35:14
user_77,job_52,saved,2024-10-08 21:55:52
user_227,job_984,applied,2024-11-20 20:38:10
user_243,job_229,saved,2024-05-01 01:37:14
user_116,job_622,applied,2025-04-21 03:52:09
user_234,job_553,applied,2024-08-22 23:40:21
user_64,job_498,applied,2024-09-08 22:00:39
user_364,job_285,applied,2024-08-04 20:17:23
user_371,job_941,applied,2025-03-09 00:52:10
user_285,job_212,applied,2025-01-07 11:23:16
user_214,job_263,saved,2024-11-10 20:10:09
user_389,job_341,saved,2024-06-22 18:42:15
user_336,job_303,applied,2025-03-01 00:33:42
user_79,job_172,saved,2024-07-30 01:48:51
user_381,job_670,applied,2025-02-18 02:33:02
user_460,job_839,saved,2025-01-24 01:23:59
user_407,job_398,saved,2025-02-10 01:31:11
user_144,job_671,saved,2024-12-23 20:17:30
user_86,job_649,applied,2024-04-24 19:18:45
user_22,job_321,applied,2024-08-02 05:45:26
user_381,job_581,saved,2025-02-12 21:12:13
user_443,job_926,applied,2024-06-16 10:11:35
user_378,job_863,saved,2024-06-10 03:22:56
user_266,job_50,applied,2024-10-13 00:02:10
user_441,job_282,saved,2024-11-21 19:13:00
user_207,job_470,saved,2024-12-19 15:51:39
user_376,job_910,saved,2025-01-03 09:38:21
user_184,job_659,applied,2025-02-20 18:05:13
user_299,job_535,saved,2024-09-14 12:21:44
user_103,job_229,applied,2024-09-16 08:40:43
user_493,job_327,saved,2024-10-19 00:41:33
user_134,job_19,saved,2024-05-14 16:37:06
user_291,job_555,saved,2024-05-29 20:23:06
user_377,job_741,saved,2024-07-15 23:02:01
user_326,job_490,applied,2024-05-26 02:35:24
user_85,job_763,applied,2025-02-23 05:39:14
user_346,job_566,saved,2024-10-06 21:43:07
user_271,job_13,saved,2024-04-30 15:23:57
user_182,job_312,saved,2024-07-09 21:41:09
user_154,job_975,applied,2024-07-23 07:17:15
user_452,job_393,saved,2025-01-09 08:29:42
user_78,job_864,applied,2024-08-28 02:28:35
user_29,job_697,saved,2024-06-19 16:36:57
user_477,job_467,applied,2024-05-06 17:13:11
user_493,job_646,applied,2025-02-06 16:03:43
user_136,job_776,saved,2024-08-27 06:19:00
user_490,job_74,applied,2025-01-31 08:38:55
user_64,job_669,applied,2024-05-05 02:44:27
user_403,job_996,saved,2024-11-22 18:45:02
user_118,job_1000,saved,2025-01-05 18:20:02
user_428,job_698,saved,2024-05-26 00:25:51
user_318,job_801,applied,2024-10-19 08:49:41
user_36,job_152,applied,2024-07-31 14:49:36
user_86,job_245,applied,2024-10-18 08:07:29
user_308,job_87,saved,2024-06-15 08:51:55
user_326,job_18,saved,2024-10-07 13:14:37
user_192,job_880,saved,2024-11-26 17:27:58
user_300,job_417,saved,2025-03-17 12:51:55
user_494,job_723,saved,2025-03-19 10:58:09
user_30,job_888,applied,2025-01-27 02:07:47
user_190,job_878,applied,2025-01-09 23:39:27
user_442,job_976,saved,2024-10-12 14:49:51
user_442,job_765,applied,2025-02-05 15:55:08
user_135,job_7,applied,2024-09-08 07:25:23
user_329,job_755,applied,2024-05-11 18:49:10
user_4,job_316,saved,2024-11-08 23:57:30
user_122,job_325,saved,2024-08-13 06:45:39
user_137,job_902,saved,2024-07-09 04:13:55
user_204,job_409,saved,2025-01-18 10:39:29
user_491,job_989,saved,2024-08-02 07:05:17
user_221,job_73,applied,2024-07-02 03:09:04
user_402,job_689,applied,2024-05-03 19:52:51
user_310,job_21,applied,2024-08-20 23:21:05
user_10,job_392,saved,2024-08-02 15:53:12
user_199,job_261,applied,2024-06-16 15:54:04
user_222,job_764,saved,2024-12-29 04:40:46
user_104,job_305,applied,2024-07-30 04:46:09
user_263,job_720,applied,2024-04-26 09:45:33
user_332,job_154,applied,2024-07-24 10:49:03
user_161,job_842,applied,2024-12-19 11:53:43
user_375,job_204,applied,2024-08-05 18:00:58
user_399,job_278,applied,2024-06-24 20:51:12
user_456,job_751,saved,2024-10-12 07:09:11
user_233,job_925,saved,2024-08-08 00:49:33
user_98,job_856,applied,2024-07-12 20:52:53
user_383,job_790,saved,2025-03-06 15:21:13
user_460,job_648,saved,2024-10-18 22:41:51
user_38,job_620,saved,2024-07-09 16:39:46
user_467,job_113,applied,2024-11-10 07:53:57
user_376,job_199,applied,2024-08-31 07:00:11
user_85,job_488,applied,2024-08-02 05:39:16
user_300,job_344,applied,2025-03-08 12:48:42
user_350,job_750,applied,2025-02-13 11:41:52
user_357,job_817,saved,2024-10-18 19:51:07
user_227,job_568,saved,2024-07-07 18:59:18
user_186,job_885,saved,2024-05-22 00:43:57
user_322,job_201,applied,2024-05-14 05:57:05
user_222,job_27,saved,2024-05-21 19:00:14
user_491,job_703,applied,2024-10-15 20:27:45
user_413,job_275,applied,2024-12-19 13:13:43
user_310,job_699,saved,2024-07-08 16:30:07
user_482,job_967,saved,2024-09-15 21:43:20
user_326,job_606,saved,2024-06-06 02:32:51
user_220,job_726,applied,2025-01-17 04:11:39
user_357,job_152,applied,2024-09-03 17:17:08
user_410,job_164,applied,2024-07-12 09:46:32
user_39,job_654,applied,2024-04-27 19:59:29
user_348,job_72,applied,2024-04-30 08:04:05
user_215,job_330,saved,2024-06-27 19:52:39
user_322,job_671,saved,2025-02-28 01:00:02
user_19,job_223,saved,2024-08-17 20:42:10
user_450,job_814,applied,2024-05-11 03:08:31
user_294,job_386,saved,2024-08-03 16:45:13
user_233,job_720,saved,2024-07-25 03:11:42
user_190,job_864,saved,2024-06-10 05:56:17
user_458,job_560,applied,2025-04-01 10:33:56
user_39,job_99,applied,2024-10-15 21:03:49
user_141,job_43,applied,2025-03-31 13:41:09
user_453,job_487,applied,2024-07-10 15:47:22
user_201,job_537,saved,2024-11-09 00:54:21
user_171,job_816,applied,2024-10-03 03:29:37
user_324,job_212,applied,2025-02-09 13:40:04
user_352,job_993,applied,2024-06-30 20:44:39
user_201,job_310,saved,2024-11-06 15:44:42
user_244,job_612,applied,2024-07-23 19:53:09
user_231,job_951,saved,2024-08-08 20:53:37
user_52,job_60,saved,2024-04-24 19:01:58
user_213,job_395,applied,2024-12-28 23:15:05
user_389,job_476,applied,2025-02-18 12:31:25
user_287,job_948,applied,2025-03-10 17:36:22
user_453,job_879,saved,2025-04-11 04:47:02
user_361,job_891,saved,2025-03-22 14:01:31
user_278,job_209,applied,2024-12-28 14:12:09
user_115,job_410,applied,2025-03-01 06:15:08
user_497,job_224,applied,2025-02-09 19:28:59
user_348,job_765,saved,2024-05-14 23:31:02
user_364,job_89,saved,2024-06-18 18:13:22
user_321,job_665,applied,2025-03-11 15:25:17
user_197,job_411,applied,2024-08-11 13:48:42
user_235,job_718,applied,2025-01-17 05:08:59
user_482,job_411,applied,2025-01-06 06:35:07
user_194,job_4,saved,2024-12-28 13:42:18
user_98,job_891,saved,2024-07-17 13:16:36
user_306,job_507,saved,2024-09-12 06:25:41
user_78,job_102,saved,2025-02-22 14:49:36
user_40,job_167,applied,2024-05-31 16:37:30
user_387,job_450,saved,2024-09-26 05:12:52
user_46,job_333,applied,2024-11-05 08:38:05
user_362,job_864,applied,2025-01-15 17:41:03
user_384,job_77,saved,2025-02-26 22:33:27
user_270,job_629,saved,2024-10-25 19:31:47
user_268,job_353,saved,2024-05-12 19:21:25
user_49,job_12,saved,2025-01-10 22:37:13
user_468,job_138,applied,2024-09-12 08:29:06
user_174,job_382,applied,2025-04-09 22:06:00
user_305,job_805,saved,2024-06-23 16:27:03
user_173,job_889,applied,2024-05-23 02:03:10
user_165,job_467,applied,2024-07-19 09:49:41
user_477,job_55,saved,2025-01-20 14:10:09
user_161,job_667,applied,2024-08-23 14:08:23
user_321,job_215,saved,2025-04-22 01:27:59
user_313,job_446,applied,2024-07-25 06:47:23
user_245,job_104,applied,2024-06-21 19:34:24
user_106,job_242,applied,2025-01-02 04:14:22
user_446,job_641,applied,2024-12-24 20:33:19
user_58,job_486,saved,2025-02-13 13:16:57
user_413,job_650,applied,2024-12-20 10:54:36
user_342,job_124,applied,2025-03-12 06:21:12
user_125,job_999,applied,2024-08-24 15:09:28
user_104,job_663,saved,2024-11-09 13:56:01
user_121,job_432,applied,2024-04-27 12:58:30
user_422,job_718,applied,2025-01-05 06:20:22
user_131,job_384,applied,2024-08-24 13:21:29
user_351,job_138,applied,2025-03-07 06:09:15
user_318,job_739,saved,2025-03-22 07:03:16
user_394,job_535,saved,2024-06-03 05:00:04
user_233,job_806,applied,2024-11-27 21:54:44
user_51,job_588,applied,2024-04-30 05:49:32
user_234,job_989,applied,2025-01-18 05:55:32
user_152,job_631,saved,2025-03-31 12:55:31
user_472,job_700,saved,2025-01-07 14:26:58
user_403,job_911,saved,2024-05-11 00:21:38
user_261,job_971,applied,2024-07-08 15:25:31
user_314,job_763,saved,2024-07-11 14:59:13
user_174,job_368,applied,2025-01-10 20:37:42
user_466,job_893,applied,2024-08-06 19:20:53
user_41,job_685,applied,2024-08-08 17:08:39
user_241,job_566,applied,2024-10-13 13:14:02
user_346,job_274,saved,2025-04-11 23:52:29
user_279,job_673,saved,2024-10-16 17:07:58
user_26,job_737,applied,2024-12-23 20:14:19
user_215,job_125,applied,2024-08-06 11:11:11
user_95,job_474,applied,2025-01-27 17:52:35
user_154,job_315,saved,2024-07-03 08:27:55
user_95,job_154,applied,2024-07-24 19:44:22
user_384,job_234,saved,2025-01-26 19:37:56
user_230,job_620,saved,2024-09-11 08:26:26
user_388,job_226,saved,2025-02-15 21:10:30
user_440,job_482,applied,2024-12-12 05:29:33
user_404,job_276,applied,2025-01-05 09:01:06
user_351,job_571,applied,2024-06-09 03:14:18
user_467,job_152,saved,2025-01-19 14:19:19
user_493,job_252,applied,2025-02-02 11:56:15
user_192,job_524,saved,2025-02-04 06:30:47
user_324,job_951,saved,2024-12-15 12:35:35
user_371,job_658,saved,2025-03-04 18:59:51
user_78,job_664,applied,2025-01-07 11:02:44
user_322,job_158,saved,2025-01-02 14:38:48
user_284,job_376,saved,2024-04-26 23:29:12
user_149,job_140,applied,2025-03-13 13:22:25
user_171,job_472,applied,2024-07-28 18:40:22
user_194,job_678,saved,2024-07-11 11:07:36
user_236,job_957,saved,2024-07-15 07:17:45
user_154,job_694,applied,2024-05-19 12:48:46
user_300,job_592,applied,2024-06-27 20:06:59
user_182,job_88,applied,2024-06-02 12:27:25
user_179,job_982,saved,2024-09-07 02:31:44
user_101,job_98,applied,2024-12-14 14:13:21
user_138,job_547,applied,2024-08-15 10:50:38
user_9,job_137,applied,2025-04-06 02:52:08
user_70,job_805,saved,2024-07-13 02:18:46
user_288,job_486,saved,2025-02-13 20:47:00
user_155,job_86,applied,2024-12-23 02:29:01
user_387,job_142,applied,2025-03-15 21:26:52
user_403,job_468,applied,2024-05-07 02:10:09
user_346,job_586,saved,2024-10-27 20:40:23
user_198,job_831,applied,2024-09-04 04:02:20
user_66,job_194,saved,2025-03-05 02:20:06
user_415,job_879,saved,2024-06-23 14:35:15
user_299,job_253,saved,2025-04-15 09:04:16
user_433,job_43,saved,2025-02-05 22:52:03
user_480,job_730,applied,2025-03-15 17:05:21
user_216,job_490,saved,2024-07-14 15:05:46
user_446,job_199,saved,2025-02-26 06:33:09
user_214,job_181,saved,2024-08-17 02:38:00
user_324,job_313,saved,2024-10-10 21:01:22
user_371,job_230,applied,2024-08-13 03:45:21
user_222,job_109,saved,2024-09-18 08:16:04
user_18,job_907,saved,2025-01-14 02:13:29
user_318,job_414,applied,2024-09-25 00:02:11
user_85,job_201,saved,2024-05-18 08:52:09
user_32,job_997,saved,2024-06-26 12:42:01
user_499,job_953,saved,2024-09-28 18:05:21
user_35,job_824,applied,2024-06-06 06:28:32
user_450,job_505,saved,2025-02-21 12:49:06
user_30,job_316,applied,2025-02-10 02:32:52
user_114,job_474,saved,2024-06-03 19:27:11
user_374,job_975,saved,2024-11-06 18:22:43
user_469,job_655,applied,2024-11-06 06:14:34
user_33,job_263,applied,2025-02-18 11:36:46
user_248,job_290,saved,2024-09-23 19:56:36
user_405,job_329,saved,2025-03-28 18:44:10
user_299,job_673,applied,2024-12-23 22:33:37
user_312,job_800,saved,2024-11-13 09:52:54
user_420,job_686,applied,2024-09-24 22:49:00
user_334,job_903,saved,2024-07-04 07:36:06
user_231,job_16,saved,2024-04-24 15:59:20
user_339,job_517,applied,2025-02-15 12:28:17
user_17,job_232,saved,2024-05-25 06:49:50
user_357,job_849,saved,2024-11-11 02:01:00
user_148,job_379,applied,2024-12-24 20:16:18
user_78,job_980,applied,2025-04-16 20:11:03
user_368,job_242,saved,2024-07-17 11:04:47
user_9,job_527,applied,2024-08-31 08:13:33
user_64,job_114,saved,2024-08-01 07:47:14
user_277,job_756,saved,2024-08-27 11:17:27
user_60,job_826,applied,2024-07-18 13:45:54
user_270,job_586,saved,2025-04-23 00:55:55
user_195,job_190,applied,2024-04-30 22:08:05
user_142,job_54,saved,2024-10-28 02:04:19
user_458,job_42,saved,2025-04-11 13:09:25
user_68,job_232,applied,2024-10-24 15:25:04
user_140,job_718,applied,2024-06-03 04:19:20
user_357,job_820,applied,2024-06-11 07:18:56
user_151,job_745,applied,2024-06-03 15:52:51
user_303,job_249,applied,2025-03-29 19:48:31
user_65,job_294,saved,2024-06-07 23:56:04
user_280,job_28,applied,2025-03-07 01:50:22
user_468,job_614,saved,2024-05-25 02:38:46
user_233,job_457,applied,2024-10-13 12:36:08
user_104,job_807,saved,2024-07-23 03:30:41
user_336,job_764,applied,2024-11-23 14:29:34
user_250,job_684,saved,2024-11-23 00:42:41
user_236,job_562,saved,2024-06-01 11:01:28
user_334,job_610,applied,2024-09-04 05:15:32
user_97,job_872,applied,2024-10-01 07:02:06
user_357,job_481,applied,2025-03-19 07:56:12
user_306,job_764,applied,2025-04-08 09:01:43
user_316,job_476,saved,2024-08-02 19:54:54
user_125,job_743,saved,2025-03-24 10:12:21
user_138,job_388,saved,2024-11-23 18:41:04
user_266,job_232,applied,2024-10-16 07:03:43
user_19,job_600,applied,2025-01-15 16:54:11
user_384,job_554,saved,2025-03-05 20:38:50
user_364,job_852,saved,2024-07-15 12:34:10
user_263,job_152,saved,2025-01-07 01:36:42
user_453,job_108,applied,2024-08-16 01:33:47
user_243,job_981,saved,2024-09-20 17:14:28
user_2,job_387,saved,2024-06-25 15:27:58
user_384,job_938,applied,2024-09-13 10:47:14
user_214,job_452,saved,2024-08-22 19:04:40
user_17,job_854,applied,2024-09-27 23:26:06
user_135,job_59,applied,2024-07-30 22:11:47
user_493,job_183,saved,2024-09-03 14:34:11
user_421,job_392,applied,2025-02-06 10:38:06
user_288,job_250,saved,2024-07-21 19:32:20
user_351,job_943,applied,2025-02-25 04:34:46
user_290,job_120,applied,2024-09-26 14:19:04
user_368,job_692,applied,2024-08-11 01:54:35
user_243,job_988,saved,2024-11-22 19:35:57
user_336,job_189,applied,2024-08-02 10:26:37
user_200,job_672,saved,2024-08-14 06:06:33
user_334,job_24,applied,2024-12-29 03:07:34
user_500,job_229,applied,2025-01-02 04:44:09
user_125,job_581,saved,2024-08-20 22:09:04
user_381,job_784,saved,2025-04-16 14:22:14
user_143,job_938,saved,2024-10-30 02:01:00
user_66,job_937,saved,2024-12-11 09:50:23
user_335,job_968,applied,2025-03-14 22:13:29
user_311,job_973,saved,2024-11-20 17:50:16
user_378,job_578,saved,2024-05-09 16:18:40
user_231,job_217,saved,2024-04-28 13:15:47
user_97,job_917,applied,2024-10-01 06:11:30
user_373,job_602,saved,2024-11-16 21:56:26
user_204,job_58,saved,2024-07-13 02:39:19
user_40,job_212,applied,2024-08-26 07:53:42
user_325,job_635,saved,2024-09-15 01:55:01
user_403,job_378,saved,2025-03-24 19:11:37
user_61,job_709,applied,2024-05-15 16:28:09
user_339,job_258,saved,2024-08-21 01:08:00
user_304,job_297,applied,2024-07-06 09:38:36
user_423,job_980,applied,2024-10-07 13:19:58
user_176,job_336,saved,2025-02-18 22:28:26
user_386,job_563,applied,2024-11-27 15:49:38
user_378,job_202,saved,2025-02-16 06:04:29
user_2,job_332,applied,2024-12-02 05:50:29
user_304,job_737,applied,2024-09-08 12:06:56
user_308,job_789,applied,2024-11-28 12:19:15
user_392,job_65,applied,2025-01-17 18:45:19
user_35,job_831,applied,2025-02-05 23:23:47
user_64,job_460,applied,2025-01-12 06:20:36
user_347,job_690,saved,2024-08-08 07:19:30
user_103,job_574,applied,2024-07-12 21:38:58
user_193,job_938,saved,2024-09-20 01:12:24
user_56,job_604,saved,2024-05-31 17:29:58
user_95,job_568,applied,2024-10-07 00:12:42
user_243,job_170,saved,2025-01-09 12:45:31
user_290,job_54,saved,2025-02-09 08:59:20
user_76,job_437,applied,2025-04-06 20:07:31
user_312,job_926,saved,2025-04-22 22:28:56
user_228,job_656,saved,2024-09-02 11:23:16
user_352,job_582,saved,2024-10-29 16:39:53
user_415,job_818,applied,2024-07-14 11:22:14
user_69,job_964,saved,2025-01-13 10:46:03
user_232,job_114,saved,2025-04-22 08:22:01
user_296,job_53,saved,2025-03-09 04:04:59
user_70,job_585,applied,2024-10-12 02:40:25
user_350,job_347,applied,2024-10-30 11:53:42
user_92,job_746,applied,2024-08-19 04:19:35
user_285,job_771,applied,2024-08-15 18:56:46
user_441,job_755,applied,2025-04-10 06:04:50
user_460,job_514,saved,2025-01-21 19:18:46
user_88,job_306,applied,2025-02-28 13:15:17
user_17,job_770,saved,2024-11-03 08:42:55
user_243,job_21,saved,2024-07-09 04:25:24
user_419,job_938,saved,2024-05-20 23:48:12
user_55,job_922,saved,2025-01-09 07:00:02
user_141,job_860,saved,2024-05-12 13:32:35
user_448,job_373,saved,2025-02-10 09:37:17
user_135,job_442,applied,2024-12-31 02:05:34
user_13,job_403,saved,2025-02-03 05:30:29
user_111,job_381,saved,2025-02-11 11:14:30
user_473,job_459,saved,2024-05-27 15:01:55
user_386,job_686,saved,2024-05-07 10:03:51
user_336,job_104,saved,2024-09-07 18:13:47
user_351,job_265,saved,2025-04-02 01:01:45
user_35,job_423,applied,2024-08-20 13:20:58
user_244,job_992,applied,2024-08-03 00:44:47
user_264,job_376,applied,2024-09-02 09:13:08
user_343,job_214,applied,2025-04-11 20:11:03
user_489,job_274,applied,2025-04-04 23:33:01
user_246,job_382,saved,2024-07-06 20:32:14
user_344,job_120,saved,2025-03-03 12:41:35
user_155,job_107,saved,2024-06-12 21:58:20
user_45,job_89,applied,2024-06-09 09:32:35
user_38,job_864,applied,2024-12-14 15:20:11
user_348,job_522,saved,2024-05-29 14:46:39
user_402,job_350,saved,2024-05-10 21:27:29
user_148,job_283,applied,2024-07-18 16:37:18
user_50,job_574,applied,2024-05-14 08:47:03
user_399,job_476,saved,2024-07-25 12:23:47
user_307,job_68,saved,2025-04-16 02:56:29
user_377,job_696,saved,2025-03-12 04:07:28
user_261,job_714,applied,2024-10-19 15:20:31
user_394,job_964,applied,2024-11-21 21:59:27
user_333,job_232,applied,2024-04-27 12:33:26
user_415,job_435,saved,2024-12-01 06:00:45
user_17,job_508,applied,2024-10-04 02:20:36
user_329,job_773,applied,2024-09-03 04:45:06
user_343,job_856,applied,2025-04-10 00:10:13
user_204,job_646,applied,2024-10-13 23:57:58
user_407,job_756,saved,2025-02-08 19:54:36
user_243,job_555,saved,2025-01-19 04:11:32
user_42,job_881,saved,2024-09-05 20:01:54
user_235,job_187,saved,2024-05-22 05:32:22
user_374,job_606,saved,2024-06-16 12:28:28
user_298,job_210,saved,2025-03-30 18:20:41
user_328,job_29,saved,2024-07-19 04:10:19
user_120,job_35,saved,2024-06-27 14:41:39
user_221,job_700,saved,2024-10-18 09:15:07
user_185,job_530,applied,2024-04-30 09:36:59
user_207,job_429,applied,2025-04-13 20:40:14
user_289,job_418,saved,2025-04-24 13:40:36
user_1,job_663,saved,2024-09-07 08:28:20
user_446,job_267,applied,2024-12-11 05:01:25
user_397,job_345,applied,2024-05-08 12:08:57
user_391,job_864,saved,2024-11-24 11:28:22
user_347,job_466,saved,2024-05-22 14:00:14
user_135,job_492,saved,2024-05-15 14:00:20
user_98,job_436,saved,2024-12-05 17:18:37
user_341,job_21,applied,2025-04-21 05:28:45
user_235,job_281,saved,2024-05-19 00:00:55
user_223,job_652,applied,2024-07-18 17:01:38
user_330,job_865,applied,2024-05-17 07:57:21
user_361,job_669,saved,2024-05-08 06:53:54
user_11,job_497,applied,2024-10-25 13:07:31
user_467,job_490,saved,2025-04-04 07:57:18
user_326,job_220,applied,2025-04-20 21:30:20
user_84,job_755,saved,2024-05-12 02:41:52
user_368,job_833,saved,2024-11-05 02:29:54
user_224,job_643,applied,2024-06-14 14:40:42
user_178,job_176,saved,2025-01-03 18:35:22
user_453,job_480,saved,2024-07-25 05:26:40
user_437,job_939,applied,2024-07-27 19:05:07
user_347,job_947,applied,2025-03-20 06:30:11
user_188,job_806,saved,2024-06-05 04:27:45
user_13,job_352,saved,2025-01-15 22:35:32
user_246,job_30,applied,2024-11-19 15:26:25
user_27,job_471,applied,2024-10-07 17:57:22
user_73,job_682,saved,2024-05-10 22:06:17
user_75,job_753,saved,2024-11-01 00:57:05
user_330,job_999,saved,2024-08-14 08:37:29
user_169,job_465,applied,2024-07-31 03:29:56
user_248,job_720,applied,2024-06-24 17:54:21
user_227,job_201,applied,2024-11-10 10:18:03
user_434,job_194,applied,2025-02-12 16:52:53
user_228,job_799,saved,2024-12-25 13:59:21
user_445,job_196,applied,2024-07-13 07:14:46
user_310,job_197,saved,2024-12-21 02:42:34
user_334,job_794,applied,2025-02-07 09:03:31
