user_id,job_id,viewed,applied,saved,date,relevance_score
user_34,job_943,True,False,False,2025-04-16,1.08
user_34,job_490,True,False,False,2025-04-16,1.05
user_34,job_528,True,False,True,2025-04-05,1.05
user_35,job_92,True,True,True,2025-03-26,1.2000000000000002
user_36,job_980,True,True,True,2025-04-08,1.08
user_37,job_414,True,True,True,2025-04-15,0.9
user_37,job_1145,True,False,True,2025-04-22,0.9
user_38,job_565,True,True,False,2025-04-11,0.96
user_38,job_29,True,False,False,2025-04-21,0.9
user_39,job_604,True,False,False,2025-03-26,0.9
user_40,job_1610,True,False,False,2025-03-30,1.1
user_41,job_1547,True,False,True,2025-03-25,1.2000000000000002
user_42,job_148,True,True,True,2025-03-28,0.9999999999999999
user_42,job_1137,True,False,False,2025-04-01,0.9999999999999999
user_43,job_691,True,True,False,2025-03-26,1.05
user_44,job_1907,True,False,False,2025-04-15,1.2000000000000002
user_44,job_1789,True,False,False,2025-03-29,1.1
user_45,job_1077,True,False,False,2025-04-05,1.1
user_46,job_1338,True,False,False,2025-04-04,0.9999999999999999
user_47,job_1220,True,True,True,2025-04-13,1.2000000000000002
user_47,job_1271,True,True,False,2025-04-12,1.2000000000000002
user_48,job_10,True,False,False,2025-04-02,1.2000000000000002
user_50,job_63,True,True,False,2025-04-18,1.05
user_50,job_848,True,False,False,2025-04-15,1.05
user_52,job_294,True,True,False,2025-04-05,1.2000000000000002
user_52,job_1167,True,False,False,2025-03-31,1.2000000000000002
user_52,job_1669,True,True,False,2025-04-21,1.2000000000000002
user_52,job_1471,True,False,False,2025-04-19,1.2
user_53,job_1841,True,False,False,2025-04-03,1.2000000000000002
user_54,job_99,True,False,False,2025-04-21,1.04
user_54,job_1617,True,False,False,2025-04-12,1.0
user_54,job_1772,True,True,True,2025-04-07,1.0
user_55,job_130,True,False,False,2025-04-22,1.04
user_55,job_1209,True,False,False,2025-03-26,0.9999999999999999
user_55,job_29,True,True,False,2025-04-18,0.9
user_56,job_49,True,True,False,2025-04-05,1.08
user_57,job_875,True,False,True,2025-04-16,1.2000000000000002
user_58,job_1057,True,False,True,2025-04-10,1.0
user_59,job_690,True,False,False,2025-04-23,1.2000000000000002
user_59,job_1181,True,False,True,2025-04-09,1.1
user_59,job_428,True,False,True,2025-04-10,1.05
user_60,job_1158,True,True,False,2025-04-10,1.05
user_60,job_901,True,True,False,2025-04-11,0.9999999999999999
user_60,job_1485,True,True,True,2025-04-23,0.9999999999999999
user_61,job_307,True,True,False,2025-04-22,0.84
user_62,job_401,True,True,False,2025-04-06,0.9199999999999999
user_62,job_181,True,True,True,2025-04-15,0.9
user_64,job_1488,True,False,True,2025-04-23,0.9
user_65,job_963,True,True,True,2025-04-06,1.0
user_66,job_800,True,False,False,2025-04-21,0.9999999999999999
user_66,job_1342,True,True,True,2025-04-18,0.96
user_66,job_1897,True,False,False,2025-04-23,0.96
user_66,job_1391,True,True,False,2025-03-27,0.95
user_66,job_572,True,True,False,2025-04-05,0.9199999999999999
user_67,job_742,True,False,True,2025-04-17,0.96
user_67,job_1438,True,False,False,2025-03-29,0.96
user_67,job_1775,True,False,True,2025-03-25,0.9
user_68,job_590,True,True,False,2025-04-14,0.9999999999999999
user_68,job_1041,True,True,False,2025-04-11,0.9999999999999999
user_68,job_1263,True,False,False,2025-04-17,0.9999999999999999
user_68,job_1279,True,True,True,2025-04-14,0.96
user_68,job_1557,True,True,False,2025-04-20,0.96
user_68,job_16,True,True,False,2025-04-18,0.9
user_69,job_1351,True,False,False,2025-04-17,0.9999999999999999
user_69,job_1229,True,True,True,2025-03-27,0.9
user_70,job_1108,True,False,False,2025-04-14,0.9999999999999999
user_70,job_1306,True,True,False,2025-04-11,0.9999999999999999
user_72,job_1305,True,False,False,2025-04-21,1.28
user_72,job_501,True,False,True,2025-04-18,1.05
user_72,job_1997,True,False,False,2025-04-12,1.05
user_72,job_1016,True,True,False,2025-04-11,0.9999999999999999
user_73,job_1173,True,True,False,2025-04-05,0.7999999999999999
user_75,job_1576,True,False,True,2025-04-06,1.2
user_75,job_91,True,True,False,2025-03-28,1.08
user_75,job_328,True,False,False,2025-03-29,0.9999999999999999
user_75,job_468,True,False,False,2025-04-13,0.9999999999999999
user_75,job_1811,True,False,True,2025-04-17,0.9999999999999999
user_76,job_1246,True,False,False,2025-04-16,0.95
user_77,job_470,True,False,True,2025-04-17,1.2000000000000002
user_77,job_1545,True,False,False,2025-04-16,1.1
user_77,job_1452,True,False,False,2025-04-15,1.05
user_78,job_506,True,False,False,2025-04-03,1.0571428571428572
user_78,job_432,True,False,True,2025-04-21,0.9999999999999999
user_78,job_637,True,False,False,2025-04-08,0.9999999999999999
user_79,job_1066,True,True,False,2025-04-22,0.9999999999999999
user_80,job_112,True,False,False,2025-04-19,0.9
user_80,job_752,True,False,False,2025-04-01,0.9
user_80,job_1756,True,False,False,2025-03-28,0.9
user_81,job_1219,True,False,True,2025-03-30,1.2000000000000002
user_81,job_650,True,False,True,2025-04-04,1.05
user_81,job_1712,True,False,False,2025-04-15,1.05
user_82,job_1314,True,False,False,2025-04-17,1.2000000000000002
user_82,job_1956,True,True,False,2025-04-01,1.2000000000000002
user_82,job_1936,True,False,True,2025-03-30,1.05
user_83,job_723,True,False,False,2025-03-28,0.96
user_84,job_1277,True,True,False,2025-04-03,1.2000000000000002
user_84,job_198,True,True,False,2025-03-27,0.9
user_85,job_526,True,False,False,2025-04-19,0.9999999999999999
user_85,job_940,True,True,True,2025-04-02,0.9999999999999999
user_85,job_1937,True,True,False,2025-04-22,0.9999999999999999
user_86,job_28,True,False,True,2025-04-01,0.9999999999999999
user_86,job_1490,True,True,False,2025-04-09,0.9999999999999999
user_86,job_1410,True,False,False,2025-03-31,0.96
user_88,job_493,True,False,True,2025-04-23,0.9
user_89,job_55,True,False,True,2025-04-21,1.1
user_89,job_228,True,True,True,2025-04-11,1.05
user_90,job_693,True,True,False,2025-04-22,1.2000000000000002
user_91,job_116,True,False,False,2025-03-25,1.2000000000000002
user_91,job_367,True,False,True,2025-04-18,1.2000000000000002
user_91,job_1333,True,False,True,2025-04-07,1.2000000000000002
user_91,job_164,True,False,False,2025-04-08,1.16
user_91,job_85,True,True,False,2025-04-02,1.08
user_92,job_175,True,False,False,2025-04-12,0.9
user_92,job_1229,True,True,False,2025-04-20,0.9
user_93,job_9,True,False,False,2025-04-24,1.2000000000000002
user_94,job_1267,True,True,True,2025-04-05,1.4000000000000001
user_94,job_1881,True,True,False,2025-04-23,1.2000000000000002
user_94,job_396,True,False,True,2025-04-08,1.2
user_94,job_404,True,False,False,2025-04-09,1.05
user_94,job_523,True,True,True,2025-04-10,1.05
user_95,job_1267,True,True,True,2025-04-17,1.4000000000000001
user_95,job_820,True,False,True,2025-03-31,1.2000000000000002
user_95,job_1184,True,False,False,2025-04-04,1.2000000000000002
user_95,job_1492,True,False,False,2025-04-17,1.2000000000000002
user_95,job_396,True,True,False,2025-04-07,1.2
user_95,job_900,True,False,False,2025-04-13,1.08
user_95,job_404,True,False,False,2025-04-20,1.05
user_96,job_712,True,False,False,2025-04-23,1.2000000000000002
user_96,job_1878,True,True,False,2025-04-03,1.05
user_97,job_888,True,True,False,2025-04-11,1.2000000000000002
user_97,job_259,True,False,True,2025-04-17,1.16
user_97,job_422,True,True,False,2025-03-30,1.1
user_98,job_1742,True,False,False,2025-04-04,1.05
user_99,job_211,True,False,False,2025-04-20,0.9
user_100,job_1167,True,False,False,2025-04-09,1.2000000000000002
user_100,job_1794,True,True,False,2025-03-31,1.2000000000000002
user_100,job_1145,True,True,False,2025-04-10,1.1
user_100,job_1646,True,True,False,2025-04-11,0.9999999999999999
user_100,job_1718,True,False,False,2025-04-13,0.9999999999999999
user_101,job_805,True,True,False,2025-04-05,0.96
user_102,job_1466,True,True,False,2025-04-21,0.9714285714285713
user_104,job_28,True,True,False,2025-04-05,1.0
user_104,job_264,True,True,False,2025-04-15,0.9
user_104,job_622,True,False,False,2025-03-25,0.8
user_104,job_1764,True,True,True,2025-04-07,0.8
user_105,job_663,True,False,True,2025-03-25,1.2000000000000002
user_105,job_711,True,False,False,2025-03-27,1.08
user_105,job_1886,True,False,False,2025-04-02,1.08
user_105,job_364,True,True,True,2025-04-18,1.05
user_105,job_397,True,True,False,2025-03-26,1.05
user_106,job_1201,True,False,False,2025-03-27,0.9999999999999999
user_107,job_374,True,True,True,2025-04-14,1.16
user_107,job_1857,True,True,True,2025-03-28,1.0
user_108,job_689,True,False,False,2025-03-28,1.05
user_110,job_1018,True,False,True,2025-04-24,1.2000000000000002
user_110,job_327,True,False,True,2025-04-06,1.1
user_110,job_276,True,False,True,2025-04-14,0.9
user_110,job_608,True,True,False,2025-04-22,0.9
user_111,job_1772,True,True,True,2025-04-07,1.2000000000000002
user_113,job_921,True,True,False,2025-03-26,1.05
user_113,job_413,True,True,True,2025-03-31,0.9999999999999999
user_114,job_745,True,False,False,2025-04-16,1.2000000000000002
user_114,job_1419,True,False,True,2025-03-29,1.2000000000000002
user_115,job_1901,True,False,False,2025-03-28,1.2000000000000002
user_115,job_1410,True,False,False,2025-04-16,1.04
user_115,job_767,True,False,False,2025-04-01,0.9
user_116,job_550,True,True,True,2025-04-16,0.9
user_117,job_475,True,False,False,2025-04-04,1.05
user_118,job_151,True,False,False,2025-04-21,1.0
user_118,job_453,True,False,True,2025-03-29,1.0
user_119,job_660,True,False,True,2025-04-08,1.2000000000000002
user_119,job_948,True,False,True,2025-04-21,1.08
user_120,job_101,True,False,False,2025-03-29,1.05
user_121,job_660,True,False,False,2025-04-16,0.9
user_121,job_1194,True,False,False,2025-04-06,0.9
user_121,job_1278,True,False,True,2025-04-10,0.9
user_122,job_635,True,False,False,2025-04-06,1.1
user_122,job_688,True,True,True,2025-03-29,1.04
user_122,job_709,True,True,False,2025-04-24,1.0
user_123,job_1758,True,False,False,2025-04-07,1.05
user_124,job_1485,True,True,True,2025-03-27,0.9999999999999999
user_124,job_1678,True,False,False,2025-03-31,0.9999999999999999
user_124,job_711,True,False,True,2025-03-26,0.96
user_124,job_568,True,True,False,2025-04-05,0.95
user_126,job_1652,True,False,False,2025-04-01,0.95
user_126,job_408,True,False,False,2025-03-28,0.9
user_126,job_922,True,False,True,2025-04-07,0.9
user_127,job_477,True,False,False,2025-04-19,1.2000000000000002
user_129,job_1333,True,False,True,2025-04-18,0.9999999999999999
user_129,job_278,True,True,True,2025-04-11,0.9
user_130,job_683,True,False,True,2025-03-31,1.05
user_132,job_142,True,False,False,2025-04-20,1.2000000000000002
user_132,job_184,True,True,False,2025-04-21,1.2000000000000002
user_132,job_825,True,False,True,2025-04-21,1.2000000000000002
user_132,job_1986,True,False,False,2025-04-15,1.2000000000000002
user_134,job_581,True,False,False,2025-04-06,1.2000000000000002
user_134,job_882,True,False,False,2025-04-16,1.08
user_134,job_1573,True,False,False,2025-04-22,1.08
user_134,job_94,True,False,False,2025-04-05,0.9999999999999999
user_134,job_667,True,False,False,2025-03-27,0.9999999999999999
user_135,job_1288,True,False,False,2025-03-31,1.2000000000000002
user_135,job_415,True,False,True,2025-04-21,1.1
user_135,job_785,True,False,True,2025-04-24,0.9999999999999999
user_135,job_1174,True,False,True,2025-03-25,0.9999999999999999
user_136,job_6,True,False,False,2025-04-04,1.16
user_136,job_283,True,True,False,2025-03-27,1.1
user_137,job_1470,True,True,False,2025-04-13,1.0
user_137,job_226,True,True,False,2025-04-24,0.9
user_137,job_1564,True,False,False,2025-03-25,0.84
user_137,job_790,True,True,False,2025-04-24,0.7999999999999999
user_138,job_949,True,False,True,2025-04-10,1.08
user_138,job_964,True,False,False,2025-04-23,1.05
user_139,job_1289,True,True,False,2025-03-26,1.2000000000000002
user_140,job_121,True,False,False,2025-03-30,0.9
user_141,job_1421,True,False,False,2025-04-03,0.9999999999999999
user_142,job_193,True,False,False,2025-03-31,0.9
user_143,job_422,True,True,False,2025-04-16,1.05
user_143,job_1109,True,True,False,2025-03-27,0.9999999999999999
user_143,job_1284,True,False,True,2025-04-19,0.96
user_144,job_1319,True,False,False,2025-04-16,1.2000000000000002
user_146,job_991,True,True,True,2025-04-03,0.96
user_147,job_556,True,False,True,2025-04-05,1.4000000000000001
user_147,job_440,True,False,True,2025-04-07,1.28
user_147,job_203,True,True,False,2025-04-06,1.2000000000000002
user_147,job_344,True,False,False,2025-03-25,1.2000000000000002
user_147,job_529,True,False,True,2025-04-18,1.2000000000000002
user_147,job_1060,True,False,True,2025-04-05,1.2000000000000002
user_147,job_1664,True,True,True,2025-04-09,1.2000000000000002
user_148,job_1210,True,False,False,2025-04-08,0.9199999999999999
user_150,job_1926,True,True,True,2025-04-01,1.05
user_150,job_710,True,False,False,2025-04-22,1.04
user_151,job_674,True,True,False,2025-04-20,1.2000000000000002
user_151,job_1070,True,True,True,2025-04-04,1.1
user_151,job_1229,True,False,False,2025-04-23,0.95
user_151,job_1017,True,True,True,2025-03-29,0.9
user_152,job_1087,True,False,False,2025-03-28,1.2
user_153,job_1200,True,False,False,2025-04-20,1.4000000000000001
user_153,job_398,True,False,False,2025-04-18,1.2000000000000002
user_153,job_466,True,True,False,2025-04-20,1.05
user_154,job_1080,True,True,False,2025-04-07,1.2
user_154,job_1986,True,True,False,2025-03-31,1.2
user_154,job_848,True,False,True,2025-04-24,1.05
user_155,job_1370,True,True,False,2025-04-20,1.2000000000000002
user_155,job_655,True,False,False,2025-03-29,0.9999999999999999
user_156,job_391,True,True,True,2025-04-16,0.9
user_157,job_1209,True,False,True,2025-04-04,1.2000000000000002
user_157,job_1417,True,True,False,2025-03-29,1.2000000000000002
user_157,job_630,True,False,False,2025-04-12,1.1
user_159,job_1670,True,False,False,2025-04-03,0.9
user_159,job_435,True,False,False,2025-04-14,0.8999999999999999
user_160,job_62,True,False,True,2025-03-29,0.9
user_160,job_620,True,False,False,2025-04-06,0.9
user_161,job_70,True,True,False,2025-04-04,0.84
user_161,job_188,True,False,False,2025-04-20,0.84
user_161,job_218,True,False,False,2025-03-27,0.7999999999999999
user_162,job_688,True,False,True,2025-04-09,1.28
user_162,job_1333,True,True,False,2025-04-12,1.2000000000000002
user_162,job_234,True,False,False,2025-04-06,1.16
user_163,job_1082,True,False,False,2025-03-27,0.9999999999999999
user_163,job_696,True,True,False,2025-04-17,0.95
user_164,job_305,True,True,False,2025-04-05,1.1
user_165,job_1231,True,False,False,2025-04-15,1.2000000000000002
user_165,job_691,True,True,True,2025-04-20,1.05
user_166,job_263,True,False,False,2025-04-20,1.2000000000000002
user_166,job_238,True,True,True,2025-04-16,1.0
user_166,job_396,True,True,True,2025-04-24,0.9999999999999999
user_166,job_631,True,True,False,2025-04-19,0.9999999999999999
user_167,job_1284,True,True,False,2025-04-22,0.96
user_167,job_1261,True,True,False,2025-04-05,0.95
user_168,job_44,True,True,False,2025-03-26,1.05
user_168,job_167,True,True,False,2025-04-15,1.04
user_169,job_1961,True,True,False,2025-04-15,1.05
user_169,job_13,True,False,True,2025-03-30,0.9
user_169,job_490,True,True,False,2025-04-13,0.9
user_170,job_1711,True,False,True,2025-04-24,0.9
user_171,job_759,True,True,False,2025-04-06,1.1
user_171,job_65,True,False,False,2025-03-25,0.9999999999999999
user_172,job_415,True,True,False,2025-04-13,1.2000000000000002
user_172,job_785,True,True,False,2025-04-22,1.0
user_172,job_950,True,False,False,2025-03-29,0.9
user_173,job_1729,True,False,False,2025-03-25,1.2000000000000002
user_173,job_1609,True,False,False,2025-04-03,0.9199999999999999
user_173,job_456,True,False,True,2025-04-21,0.9
user_174,job_917,True,False,True,2025-04-22,1.05
user_174,job_480,True,True,False,2025-04-15,0.96
user_175,job_222,True,True,False,2025-04-21,1.1
user_176,job_514,True,False,False,2025-04-22,1.2000000000000002
user_176,job_914,True,False,False,2025-04-05,1.2000000000000002
user_176,job_728,True,True,False,2025-03-31,1.08
user_176,job_716,True,False,False,2025-04-09,1.04
user_177,job_1722,True,True,True,2025-04-21,0.9999999999999999
user_177,job_397,True,False,False,2025-04-23,0.9
user_178,job_344,True,True,True,2025-04-10,1.2000000000000002
user_178,job_523,True,False,False,2025-04-19,1.05
user_178,job_860,True,False,False,2025-04-04,1.0
user_179,job_1542,True,True,False,2025-04-20,1.05
user_179,job_67,True,False,True,2025-04-18,0.9
user_179,job_288,True,True,True,2025-04-15,0.9
user_180,job_1448,True,True,False,2025-04-10,1.04
user_180,job_437,True,False,True,2025-04-06,0.96
user_181,job_1728,True,True,False,2025-04-23,1.2000000000000002
user_181,job_1929,True,False,False,2025-04-10,1.2000000000000002
user_181,job_1715,True,False,True,2025-04-09,1.08
user_183,job_181,True,False,True,2025-04-05,1.2000000000000002
user_183,job_659,True,True,False,2025-04-19,0.9
user_183,job_1644,True,True,True,2025-04-08,0.9
user_183,job_70,True,True,False,2025-04-03,0.84
user_184,job_1487,True,False,False,2025-04-17,0.9999999999999999
user_185,job_1810,True,False,True,2025-04-07,1.2000000000000002
user_185,job_1846,True,True,True,2025-04-22,1.16
user_187,job_675,True,False,False,2025-04-21,1.1
user_187,job_291,True,True,False,2025-04-23,0.9999999999999999
user_188,job_1314,True,False,False,2025-04-11,0.9999999999999999
user_188,job_910,True,True,False,2025-04-14,0.9
user_189,job_1512,True,False,False,2025-04-18,1.2000000000000002
user_189,job_436,True,False,False,2025-04-23,1.0
user_189,job_1088,True,True,False,2025-04-20,0.95
user_189,job_477,True,True,False,2025-04-10,0.9
user_190,job_1118,True,True,True,2025-04-23,0.9999999999999999
user_190,job_53,True,False,True,2025-04-12,0.9714285714285713
user_191,job_1442,True,True,True,2025-04-15,1.2000000000000002
user_191,job_433,True,True,False,2025-04-15,0.95
user_192,job_1396,True,True,True,2025-04-23,1.2000000000000002
user_194,job_1173,True,True,True,2025-03-25,1.2000000000000002
user_195,job_1679,True,False,True,2025-04-01,1.2000000000000002
user_197,job_630,True,False,False,2025-03-31,0.9
user_198,job_1857,True,True,True,2025-04-12,0.9999999999999999
user_198,job_1155,True,False,False,2025-04-03,0.9
user_199,job_704,True,False,False,2025-04-07,1.05
user_199,job_1021,True,True,False,2025-04-21,1.0
user_201,job_1106,True,False,False,2025-04-13,1.04
user_201,job_211,True,True,False,2025-04-08,0.9
user_201,job_528,True,False,False,2025-04-10,0.9
user_201,job_861,True,False,False,2025-03-30,0.9
user_201,job_1214,True,True,False,2025-04-07,0.9
user_201,job_1662,True,False,False,2025-04-18,0.9
user_202,job_577,True,True,False,2025-04-06,1.2000000000000002
user_202,job_89,True,True,False,2025-03-31,1.05
user_202,job_37,True,False,False,2025-03-30,0.9999999999999999
user_203,job_1331,True,True,False,2025-04-08,0.9999999999999999
user_204,job_185,True,False,True,2025-04-01,0.9
user_204,job_758,True,False,False,2025-03-29,0.9
user_206,job_969,True,False,True,2025-04-05,0.9
user_207,job_1377,True,False,False,2025-04-01,1.2
user_207,job_284,True,True,True,2025-04-14,1.0
user_207,job_98,True,True,False,2025-04-03,0.9999999999999999
user_208,job_1371,True,True,False,2025-04-19,0.9999999999999999
user_208,job_1245,True,False,True,2025-03-30,0.96
user_209,job_496,True,False,True,2025-04-02,0.96
user_209,job_340,True,False,True,2025-04-22,0.9
user_209,job_724,True,True,True,2025-04-13,0.9
user_209,job_1187,True,False,False,2025-04-07,0.9
user_210,job_1720,True,True,True,2025-03-31,0.95
user_210,job_452,True,False,True,2025-03-26,0.9
user_210,job_1010,True,False,True,2025-04-13,0.9
user_210,job_1122,True,True,False,2025-04-23,0.9
user_211,job_585,True,False,False,2025-04-06,1.0
user_213,job_821,True,True,False,2025-04-02,1.2000000000000002
user_213,job_273,True,True,False,2025-04-23,0.9999999999999999
user_213,job_841,True,True,False,2025-03-26,0.9999999999999999
user_214,job_1693,True,False,True,2025-04-06,1.2000000000000002
user_214,job_545,True,False,False,2025-04-21,1.08
user_215,job_319,True,False,False,2025-04-01,1.2000000000000002
user_217,job_128,True,False,True,2025-04-05,0.9
user_217,job_1547,True,False,False,2025-04-08,0.9
user_217,job_760,True,True,False,2025-04-07,0.8
user_218,job_491,True,False,False,2025-04-02,1.2000000000000002
user_218,job_76,True,False,True,2025-04-21,0.9999999999999999
user_219,job_712,True,True,True,2025-04-04,1.2000000000000002
user_219,job_1943,True,False,False,2025-04-06,1.05
user_220,job_991,True,False,False,2025-03-29,0.96
user_220,job_282,True,True,False,2025-03-26,0.9
user_220,job_734,True,False,False,2025-04-17,0.9
user_220,job_1170,True,False,False,2025-03-29,0.9
user_220,job_1588,True,False,False,2025-03-26,0.84
user_220,job_137,True,False,False,2025-03-31,0.8
user_221,job_37,True,False,False,2025-04-23,1.2000000000000002
user_221,job_1893,True,False,False,2025-04-12,1.2000000000000002
user_221,job_498,True,False,False,2025-03-25,1.05
user_222,job_1617,True,False,True,2025-03-28,0.9999999999999999
user_222,job_1028,True,False,False,2025-04-08,0.96
user_222,job_1162,True,False,True,2025-04-22,0.9
user_222,job_1379,True,True,False,2025-04-20,0.9
user_223,job_354,True,False,True,2025-04-09,0.9999999999999999
user_223,job_199,True,False,True,2025-04-21,0.96
user_224,job_460,True,True,True,2025-04-24,0.84
user_225,job_1421,True,False,True,2025-04-22,0.9999999999999999
user_225,job_327,True,True,True,2025-04-21,0.9
user_225,job_538,True,False,True,2025-04-18,0.9
user_226,job_126,True,False,True,2025-04-01,0.9
user_227,job_927,True,False,False,2025-04-03,1.08
user_227,job_761,True,True,False,2025-04-15,1.04
user_227,job_967,True,False,False,2025-03-31,0.9999999999999999
user_228,job_960,True,False,True,2025-04-17,1.0
user_228,job_1385,True,False,False,2025-04-04,0.9714285714285713
user_228,job_600,True,False,True,2025-04-09,0.9
user_228,job_973,True,False,False,2025-04-23,0.9
user_229,job_488,True,False,False,2025-04-21,1.28
user_229,job_1608,True,False,False,2025-04-05,1.2000000000000002
user_230,job_1295,True,False,True,2025-04-24,1.25
user_230,job_785,True,False,False,2025-04-04,1.2000000000000002
user_230,job_1956,True,False,True,2025-04-19,1.2000000000000002
user_231,job_1365,True,True,False,2025-04-02,1.05
user_231,job_577,True,True,True,2025-04-03,0.9999999999999999
user_231,job_1666,True,True,True,2025-04-22,0.9999999999999999
user_232,job_980,True,True,False,2025-04-12,1.04
user_233,job_1250,True,False,False,2025-03-27,1.1
user_233,job_456,True,False,False,2025-03-28,1.05
user_233,job_1421,True,False,False,2025-03-25,0.9999999999999999
user_233,job_1573,True,True,True,2025-04-01,0.96
user_233,job_267,True,True,False,2025-04-21,0.9
user_234,job_1967,True,False,False,2025-04-04,0.96
user_235,job_1965,True,True,False,2025-04-03,1.0
user_236,job_1547,True,True,False,2025-04-17,1.2000000000000002
user_236,job_1521,True,True,False,2025-04-14,1.08
user_236,job_464,True,False,True,2025-04-13,0.96
user_236,job_1657,True,False,True,2025-04-21,0.96
user_237,job_168,True,False,False,2025-04-21,1.2000000000000002
user_237,job_396,True,True,True,2025-03-31,1.2000000000000002
user_237,job_1382,True,False,False,2025-04-20,1.2000000000000002
user_237,job_1689,True,False,False,2025-03-27,1.2000000000000002
user_237,job_440,True,True,False,2025-04-22,1.08
user_237,job_203,True,False,True,2025-04-15,1.05
user_238,job_1804,True,True,True,2025-03-30,1.2000000000000002
user_240,job_525,True,False,False,2025-04-08,1.4000000000000001
user_240,job_675,True,False,False,2025-04-13,1.2000000000000002
user_240,job_635,True,False,False,2025-04-21,1.1
user_241,job_707,True,True,True,2025-04-24,0.7999999999999999
user_242,job_853,True,False,False,2025-04-22,0.9999999999999999
user_242,job_1707,True,True,False,2025-03-25,0.9
user_243,job_1662,True,False,False,2025-04-09,0.9
user_243,job_1843,True,True,False,2025-03-31,0.9
user_243,job_351,True,True,True,2025-04-02,0.84
user_243,job_1552,True,True,False,2025-04-20,0.84
user_244,job_1223,True,False,False,2025-04-02,1.1
